Num,Site,Habitat,Population,Rep,DishNum,PopNum,Treatment,ID,SurvivalID,NoGermDish,TotGermDish,PropGermDish,Label,PlantDate,GermDate,Censor,Census,DaysCensus,DaysToGerm
321,LEX,Vegetated,LEX-O,C,33,7,Filter,C_07,Filter_C,3,7,0.7,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
322,LEX,Vegetated,LEX-O,C,33,7,Filter,C_07,Filter_C,3,7,0.7,Seed2Date,7/9/21,7/11/21,1,8/2/21,0,2
323,LEX,Vegetated,LEX-O,C,33,7,Filter,C_07,Filter_C,3,7,0.7,Seed3Date,7/9/21,7/12/21,1,8/2/21,0,3
30,LEX,Vegetated,LEX-O,C,33,7,Filter,C_07,Filter_C,3,7,0.7,Seed4Date,7/9/21,7/12/21,1,8/2/21,0,3
325,LEX,Vegetated,LEX-O,C,33,7,Filter,C_07,Filter_C,3,7,0.7,Seed5Date,7/9/21,7/12/21,1,8/2/21,0,3
326,LEX,Vegetated,LEX-O,C,33,7,Filter,C_07,Filter_C,3,7,0.7,Seed6Date,7/9/21,7/12/21,1,8/2/21,0,3
327,LEX,Vegetated,LEX-O,C,33,7,Filter,C_07,Filter_C,3,7,0.7,Seed7Date,7/9/21,7/12/21,1,8/2/21,0,3
328,LEX,Vegetated,LEX-O,C,33,7,Filter,C_07,Filter_C,3,7,0.7,Seed8Date,7/9/21,7/23/21,1,8/2/21,0,14
329,LEX,Vegetated,LEX-O,C,33,7,Filter,C_07,Filter_C,3,7,0.7,Seed9Date,7/9/21,7/29/21,1,8/2/21,0,20
330,LEX,Vegetated,LEX-O,C,33,7,Filter,C_07,Filter_C,3,7,0.7,Seed10Date,7/9/21,,NA,8/2/21,0,0
331,LEX,Vegetated,LEX-O,D,34,7,Filter,D_07,Filter_D,2,8,0.8,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
332,LEX,Vegetated,LEX-O,D,34,7,Filter,D_07,Filter_D,2,8,0.8,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
333,LEX,Vegetated,LEX-O,D,34,7,Filter,D_07,Filter_D,2,8,0.8,Seed3Date,7/9/21,7/12/21,1,8/2/21,0,3
334,LEX,Vegetated,LEX-O,D,34,7,Filter,D_07,Filter_D,2,8,0.8,Seed4Date,7/9/21,7/12/21,1,8/2/21,0,3
335,LEX,Vegetated,LEX-O,D,34,7,Filter,D_07,Filter_D,2,8,0.8,Seed5Date,7/9/21,7/12/21,1,8/2/21,0,3
336,LEX,Vegetated,LEX-O,D,34,7,Filter,D_07,Filter_D,2,8,0.8,Seed6Date,7/9/21,7/12/21,1,8/2/21,0,3
337,LEX,Vegetated,LEX-O,D,34,7,Filter,D_07,Filter_D,2,8,0.8,Seed7Date,7/9/21,7/14/21,1,8/2/21,0,5
338,LEX,Vegetated,LEX-O,D,34,7,Filter,D_07,Filter_D,2,8,0.8,Seed8Date,7/9/21,7/14/21,1,8/2/21,0,5
339,LEX,Vegetated,LEX-O,D,34,7,Filter,D_07,Filter_D,2,8,0.8,Seed9Date,7/9/21,,NA,8/2/21,0,0
340,LEX,Vegetated,LEX-O,D,34,7,Filter,D_07,Filter_D,2,8,0.8,Seed10Date,7/9/21,,NA,8/2/21,0,0
341,LEX,Vegetated,LEX-O,E,35,7,Filter,E_07,Filter_E,0,10,1,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
342,LEX,Vegetated,LEX-O,E,35,7,Filter,E_07,Filter_E,0,10,1,Seed2Date,7/9/21,7/11/21,1,8/2/21,0,2
343,LEX,Vegetated,LEX-O,E,35,7,Filter,E_07,Filter_E,0,10,1,Seed3Date,7/9/21,7/11/21,1,8/2/21,0,2
344,LEX,Vegetated,LEX-O,E,35,7,Filter,E_07,Filter_E,0,10,1,Seed4Date,7/9/21,7/11/21,1,8/2/21,0,2
345,LEX,Vegetated,LEX-O,E,35,7,Filter,E_07,Filter_E,0,10,1,Seed5Date,7/9/21,7/11/21,1,8/2/21,0,2
346,LEX,Vegetated,LEX-O,E,35,7,Filter,E_07,Filter_E,0,10,1,Seed6Date,7/9/21,7/12/21,1,8/2/21,0,3
347,LEX,Vegetated,LEX-O,E,35,7,Filter,E_07,Filter_E,0,10,1,Seed7Date,7/9/21,7/12/21,1,8/2/21,0,3
348,LEX,Vegetated,LEX-O,E,35,7,Filter,E_07,Filter_E,0,10,1,Seed8Date,7/9/21,7/13/21,1,8/2/21,0,4
349,LEX,Vegetated,LEX-O,E,35,7,Filter,E_07,Filter_E,0,10,1,Seed9Date,7/9/21,7/13/21,1,8/2/21,0,4
350,LEX,Vegetated,LEX-O,E,35,7,Filter,E_07,Filter_E,0,10,1,Seed10Date,7/9/21,7/16/21,1,8/2/21,0,7
351,LEX,Roadside,LEX-R,A,36,8,Filter,A_08,Filter_A,2,8,0.8,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
352,LEX,Roadside,LEX-R,A,36,8,Filter,A_08,Filter_A,2,8,0.8,Seed2Date,7/9/21,7/15/21,1,8/2/21,0,6
353,LEX,Roadside,LEX-R,A,36,8,Filter,A_08,Filter_A,2,8,0.8,Seed3Date,7/9/21,7/16/21,1,8/2/21,0,7
354,LEX,Roadside,LEX-R,A,36,8,Filter,A_08,Filter_A,2,8,0.8,Seed4Date,7/9/21,7/16/21,1,8/2/21,0,7
355,LEX,Roadside,LEX-R,A,36,8,Filter,A_08,Filter_A,2,8,0.8,Seed5Date,7/9/21,7/16/21,1,8/2/21,0,7
356,LEX,Roadside,LEX-R,A,36,8,Filter,A_08,Filter_A,2,8,0.8,Seed6Date,7/9/21,7/16/21,1,8/2/21,0,7
357,LEX,Roadside,LEX-R,A,36,8,Filter,A_08,Filter_A,2,8,0.8,Seed7Date,7/9/21,7/16/21,1,8/2/21,0,7
358,LEX,Roadside,LEX-R,A,36,8,Filter,A_08,Filter_A,2,8,0.8,Seed8Date,7/9/21,7/16/21,1,8/2/21,0,7
359,LEX,Roadside,LEX-R,A,36,8,Filter,A_08,Filter_A,2,8,0.8,Seed9Date,7/9/21,,NA,8/2/21,0,0
360,LEX,Roadside,LEX-R,A,36,8,Filter,A_08,Filter_A,2,8,0.8,Seed10Date,7/9/21,,NA,8/2/21,0,0
361,LEX,Roadside,LEX-R,B,37,8,Filter,B_08,Filter_B,1,9,0.9,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
362,LEX,Roadside,LEX-R,B,37,8,Filter,B_08,Filter_B,1,9,0.9,Seed2Date,7/9/21,7/11/21,1,8/2/21,0,2
363,LEX,Roadside,LEX-R,B,37,8,Filter,B_08,Filter_B,1,9,0.9,Seed3Date,7/9/21,7/11/21,1,8/2/21,0,2
364,LEX,Roadside,LEX-R,B,37,8,Filter,B_08,Filter_B,1,9,0.9,Seed4Date,7/9/21,7/13/21,1,8/2/21,0,4
365,LEX,Roadside,LEX-R,B,37,8,Filter,B_08,Filter_B,1,9,0.9,Seed5Date,7/9/21,7/14/21,1,8/2/21,0,5
366,LEX,Roadside,LEX-R,B,37,8,Filter,B_08,Filter_B,1,9,0.9,Seed6Date,7/9/21,7/15/21,1,8/2/21,0,6
367,LEX,Roadside,LEX-R,B,37,8,Filter,B_08,Filter_B,1,9,0.9,Seed7Date,7/9/21,7/15/21,1,8/2/21,0,6
368,LEX,Roadside,LEX-R,B,37,8,Filter,B_08,Filter_B,1,9,0.9,Seed8Date,7/9/21,7/15/21,1,8/2/21,0,6
369,LEX,Roadside,LEX-R,B,37,8,Filter,B_08,Filter_B,1,9,0.9,Seed9Date,7/9/21,7/17/21,1,8/2/21,0,8
370,LEX,Roadside,LEX-R,B,37,8,Filter,B_08,Filter_B,1,9,0.9,Seed10Date,7/9/21,,NA,8/2/21,0,0
371,LEX,Roadside,LEX-R,C,38,8,Filter,C_08,Filter_C,7,3,0.3,Seed1Date,7/9/21,7/12/21,1,8/2/21,0,3
372,LEX,Roadside,LEX-R,C,38,8,Filter,C_08,Filter_C,7,3,0.3,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
373,LEX,Roadside,LEX-R,C,38,8,Filter,C_08,Filter_C,7,3,0.3,Seed3Date,7/9/21,7/12/21,1,8/2/21,0,3
374,LEX,Roadside,LEX-R,C,38,8,Filter,C_08,Filter_C,7,3,0.3,Seed4Date,7/9/21,7/23/21,1,8/2/21,0,14
375,LEX,Roadside,LEX-R,C,38,8,Filter,C_08,Filter_C,7,3,0.3,Seed5Date,7/9/21,7/26/21,1,8/2/21,0,17
376,LEX,Roadside,LEX-R,C,38,8,Filter,C_08,Filter_C,7,3,0.3,Seed6Date,7/9/21,7/28/21,1,8/2/21,0,19
377,LEX,Roadside,LEX-R,C,38,8,Filter,C_08,Filter_C,7,3,0.3,Seed7Date,7/9/21,7/29/21,1,8/2/21,0,20
378,LEX,Roadside,LEX-R,C,38,8,Filter,C_08,Filter_C,7,3,0.3,Seed8Date,7/9/21,,NA,8/2/21,0,0
379,LEX,Roadside,LEX-R,C,38,8,Filter,C_08,Filter_C,7,3,0.3,Seed9Date,7/9/21,,NA,8/2/21,0,0
380,LEX,Roadside,LEX-R,C,38,8,Filter,C_08,Filter_C,7,3,0.3,Seed10Date,7/9/21,,NA,8/2/21,0,0
381,LEX,Roadside,LEX-R,D,39,8,Filter,D_08,Filter_D,7,3,0.3,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
382,LEX,Roadside,LEX-R,D,39,8,Filter,D_08,Filter_D,7,3,0.3,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
383,LEX,Roadside,LEX-R,D,39,8,Filter,D_08,Filter_D,7,3,0.3,Seed3Date,7/9/21,7/14/21,1,8/2/21,0,5
384,LEX,Roadside,LEX-R,D,39,8,Filter,D_08,Filter_D,7,3,0.3,Seed4Date,7/9/21,7/26/21,1,8/2/21,0,17
385,LEX,Roadside,LEX-R,D,39,8,Filter,D_08,Filter_D,7,3,0.3,Seed5Date,7/9/21,,NA,8/2/21,0,0
386,LEX,Roadside,LEX-R,D,39,8,Filter,D_08,Filter_D,7,3,0.3,Seed6Date,7/9/21,,NA,8/2/21,0,0
387,LEX,Roadside,LEX-R,D,39,8,Filter,D_08,Filter_D,7,3,0.3,Seed7Date,7/9/21,,NA,8/2/21,0,0
388,LEX,Roadside,LEX-R,D,39,8,Filter,D_08,Filter_D,7,3,0.3,Seed8Date,7/9/21,,NA,8/2/21,0,0
389,LEX,Roadside,LEX-R,D,39,8,Filter,D_08,Filter_D,7,3,0.3,Seed9Date,7/9/21,,NA,8/2/21,0,0
390,LEX,Roadside,LEX-R,D,39,8,Filter,D_08,Filter_D,7,3,0.3,Seed10Date,7/9/21,,NA,8/2/21,0,0
391,LEX,Roadside,LEX-R,E,40,8,Filter,E_08,Filter_E,4,6,0.6,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
392,LEX,Roadside,LEX-R,E,40,8,Filter,E_08,Filter_E,4,6,0.6,Seed2Date,7/9/21,7/11/21,1,8/2/21,0,2
393,LEX,Roadside,LEX-R,E,40,8,Filter,E_08,Filter_E,4,6,0.6,Seed3Date,7/9/21,7/11/21,1,8/2/21,0,2
394,LEX,Roadside,LEX-R,E,40,8,Filter,E_08,Filter_E,4,6,0.6,Seed4Date,7/9/21,7/12/21,1,8/2/21,0,3
395,LEX,Roadside,LEX-R,E,40,8,Filter,E_08,Filter_E,4,6,0.6,Seed5Date,7/9/21,7/13/21,1,8/2/21,0,4
396,LEX,Roadside,LEX-R,E,40,8,Filter,E_08,Filter_E,4,6,0.6,Seed6Date,7/9/21,7/15/21,1,8/2/21,0,6
397,LEX,Roadside,LEX-R,E,40,8,Filter,E_08,Filter_E,4,6,0.6,Seed7Date,7/9/21,7/23/21,1,8/2/21,0,14
398,LEX,Roadside,LEX-R,E,40,8,Filter,E_08,Filter_E,4,6,0.6,Seed8Date,7/9/21,,NA,8/2/21,0,0
399,LEX,Roadside,LEX-R,E,40,8,Filter,E_08,Filter_E,4,6,0.6,Seed9Date,7/9/21,,NA,8/2/21,0,0
400,LEX,Roadside,LEX-R,E,40,8,Filter,E_08,Filter_E,4,6,0.6,Seed10Date,7/9/21,,NA,8/2/21,0,0
401,OAP,Vegetated,OAP-O,A,41,9,Filter,A_09,Filter_A,3,7,0.7,Seed1Date,7/9/21,7/12/21,1,8/2/21,0,3
402,OAP,Vegetated,OAP-O,A,41,9,Filter,A_09,Filter_A,3,7,0.7,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
403,OAP,Vegetated,OAP-O,A,41,9,Filter,A_09,Filter_A,3,7,0.7,Seed3Date,7/9/21,7/12/21,1,8/2/21,0,3
404,OAP,Vegetated,OAP-O,A,41,9,Filter,A_09,Filter_A,3,7,0.7,Seed4Date,7/9/21,7/13/21,1,8/2/21,0,4
405,OAP,Vegetated,OAP-O,A,41,9,Filter,A_09,Filter_A,3,7,0.7,Seed5Date,7/9/21,7/13/21,1,8/2/21,0,4
406,OAP,Vegetated,OAP-O,A,41,9,Filter,A_09,Filter_A,3,7,0.7,Seed6Date,7/9/21,7/15/21,1,8/2/21,0,6
407,OAP,Vegetated,OAP-O,A,41,9,Filter,A_09,Filter_A,3,7,0.7,Seed7Date,7/9/21,7/17/21,1,8/2/21,0,8
408,OAP,Vegetated,OAP-O,A,41,9,Filter,A_09,Filter_A,3,7,0.7,Seed8Date,7/9/21,,NA,8/2/21,0,0
409,OAP,Vegetated,OAP-O,A,41,9,Filter,A_09,Filter_A,3,7,0.7,Seed9Date,7/9/21,,NA,8/2/21,0,0
410,OAP,Vegetated,OAP-O,A,41,9,Filter,A_09,Filter_A,3,7,0.7,Seed10Date,7/9/21,,NA,8/2/21,0,0
411,OAP,Vegetated,OAP-O,B,42,9,Filter,B_09,Filter_B,5,5,0.5,Seed1Date,7/9/21,7/12/21,1,8/2/21,0,3
412,OAP,Vegetated,OAP-O,B,42,9,Filter,B_09,Filter_B,5,5,0.5,Seed2Date,7/9/21,7/13/21,1,8/2/21,0,4
413,OAP,Vegetated,OAP-O,B,42,9,Filter,B_09,Filter_B,5,5,0.5,Seed3Date,7/9/21,7/13/21,1,8/2/21,0,4
414,OAP,Vegetated,OAP-O,B,42,9,Filter,B_09,Filter_B,5,5,0.5,Seed4Date,7/9/21,7/13/21,1,8/2/21,0,4
415,OAP,Vegetated,OAP-O,B,42,9,Filter,B_09,Filter_B,5,5,0.5,Seed5Date,7/9/21,7/16/21,1,8/2/21,0,7
416,OAP,Vegetated,OAP-O,B,42,9,Filter,B_09,Filter_B,5,5,0.5,Seed6Date,7/9/21,,NA,8/2/21,0,0
417,OAP,Vegetated,OAP-O,B,42,9,Filter,B_09,Filter_B,5,5,0.5,Seed7Date,7/9/21,,NA,8/2/21,0,0
418,OAP,Vegetated,OAP-O,B,42,9,Filter,B_09,Filter_B,5,5,0.5,Seed8Date,7/9/21,,NA,8/2/21,0,0
419,OAP,Vegetated,OAP-O,B,42,9,Filter,B_09,Filter_B,5,5,0.5,Seed9Date,7/9/21,,NA,8/2/21,0,0
420,OAP,Vegetated,OAP-O,B,42,9,Filter,B_09,Filter_B,5,5,0.5,Seed10Date,7/9/21,,NA,8/2/21,0,0
421,OAP,Vegetated,OAP-O,C,43,9,Filter,C_09,Filter_C,0,10,1,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
422,OAP,Vegetated,OAP-O,C,43,9,Filter,C_09,Filter_C,0,10,1,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
423,OAP,Vegetated,OAP-O,C,43,9,Filter,C_09,Filter_C,0,10,1,Seed3Date,7/9/21,7/12/21,1,8/2/21,0,3
40,OAP,Vegetated,OAP-O,C,43,9,Filter,C_09,Filter_C,0,10,1,Seed4Date,7/9/21,7/12/21,1,8/2/21,0,3
425,OAP,Vegetated,OAP-O,C,43,9,Filter,C_09,Filter_C,0,10,1,Seed5Date,7/9/21,7/12/21,1,8/2/21,0,3
426,OAP,Vegetated,OAP-O,C,43,9,Filter,C_09,Filter_C,0,10,1,Seed6Date,7/9/21,7/12/21,1,8/2/21,0,3
427,OAP,Vegetated,OAP-O,C,43,9,Filter,C_09,Filter_C,0,10,1,Seed7Date,7/9/21,7/13/21,1,8/2/21,0,4
428,OAP,Vegetated,OAP-O,C,43,9,Filter,C_09,Filter_C,0,10,1,Seed8Date,7/9/21,7/13/21,1,8/2/21,0,4
429,OAP,Vegetated,OAP-O,C,43,9,Filter,C_09,Filter_C,0,10,1,Seed9Date,7/9/21,7/13/21,1,8/2/21,0,4
430,OAP,Vegetated,OAP-O,C,43,9,Filter,C_09,Filter_C,0,10,1,Seed10Date,7/9/21,7/14/21,1,8/2/21,0,5
431,OAP,Vegetated,OAP-O,D,44,9,Filter,D_09,Filter_D,5,5,0.5,Seed1Date,7/9/21,7/12/21,1,8/2/21,0,3
432,OAP,Vegetated,OAP-O,D,44,9,Filter,D_09,Filter_D,5,5,0.5,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
433,OAP,Vegetated,OAP-O,D,44,9,Filter,D_09,Filter_D,5,5,0.5,Seed3Date,7/9/21,7/13/21,1,8/2/21,0,4
434,OAP,Vegetated,OAP-O,D,44,9,Filter,D_09,Filter_D,5,5,0.5,Seed4Date,7/9/21,7/15/21,1,8/2/21,0,6
435,OAP,Vegetated,OAP-O,D,44,9,Filter,D_09,Filter_D,5,5,0.5,Seed5Date,7/9/21,7/20/21,1,8/2/21,0,11
436,OAP,Vegetated,OAP-O,D,44,9,Filter,D_09,Filter_D,5,5,0.5,Seed6Date,7/9/21,,NA,8/2/21,0,0
437,OAP,Vegetated,OAP-O,D,44,9,Filter,D_09,Filter_D,5,5,0.5,Seed7Date,7/9/21,,NA,8/2/21,0,0
438,OAP,Vegetated,OAP-O,D,44,9,Filter,D_09,Filter_D,5,5,0.5,Seed8Date,7/9/21,,NA,8/2/21,0,0
439,OAP,Vegetated,OAP-O,D,44,9,Filter,D_09,Filter_D,5,5,0.5,Seed9Date,7/9/21,,NA,8/2/21,0,0
440,OAP,Vegetated,OAP-O,D,44,9,Filter,D_09,Filter_D,5,5,0.5,Seed10Date,7/9/21,,NA,8/2/21,0,0
441,OAP,Vegetated,OAP-O,E,45,9,Filter,E_09,Filter_E,4,6,0.6,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
442,OAP,Vegetated,OAP-O,E,45,9,Filter,E_09,Filter_E,4,6,0.6,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
443,OAP,Vegetated,OAP-O,E,45,9,Filter,E_09,Filter_E,4,6,0.6,Seed3Date,7/9/21,7/12/21,1,8/2/21,0,3
444,OAP,Vegetated,OAP-O,E,45,9,Filter,E_09,Filter_E,4,6,0.6,Seed4Date,7/9/21,7/14/21,1,8/2/21,0,5
445,OAP,Vegetated,OAP-O,E,45,9,Filter,E_09,Filter_E,4,6,0.6,Seed5Date,7/9/21,7/15/21,1,8/2/21,0,6
446,OAP,Vegetated,OAP-O,E,45,9,Filter,E_09,Filter_E,4,6,0.6,Seed6Date,7/9/21,7/15/21,1,8/2/21,0,6
447,OAP,Vegetated,OAP-O,E,45,9,Filter,E_09,Filter_E,4,6,0.6,Seed7Date,7/9/21,7/28/21,1,8/2/21,0,19
448,OAP,Vegetated,OAP-O,E,45,9,Filter,E_09,Filter_E,4,6,0.6,Seed8Date,7/9/21,,NA,8/2/21,0,0
449,OAP,Vegetated,OAP-O,E,45,9,Filter,E_09,Filter_E,4,6,0.6,Seed9Date,7/9/21,,NA,8/2/21,0,0
450,OAP,Vegetated,OAP-O,E,45,9,Filter,E_09,Filter_E,4,6,0.6,Seed10Date,7/9/21,,NA,8/2/21,0,0
451,OAP,Roadside,OAP-R,A,46,10,Filter,A_10,Filter_A,6,4,0.4,Seed1Date,7/9/21,7/12/21,1,8/2/21,0,3
452,OAP,Roadside,OAP-R,A,46,10,Filter,A_10,Filter_A,6,4,0.4,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
453,OAP,Roadside,OAP-R,A,46,10,Filter,A_10,Filter_A,6,4,0.4,Seed3Date,7/9/21,7/13/21,1,8/2/21,0,4
454,OAP,Roadside,OAP-R,A,46,10,Filter,A_10,Filter_A,6,4,0.4,Seed4Date,7/9/21,7/14/21,1,8/2/21,0,5
455,OAP,Roadside,OAP-R,A,46,10,Filter,A_10,Filter_A,6,4,0.4,Seed5Date,7/9/21,,NA,8/2/21,0,0
456,OAP,Roadside,OAP-R,A,46,10,Filter,A_10,Filter_A,6,4,0.4,Seed6Date,7/9/21,,NA,8/2/21,0,0
457,OAP,Roadside,OAP-R,A,46,10,Filter,A_10,Filter_A,6,4,0.4,Seed7Date,7/9/21,,NA,8/2/21,0,0
458,OAP,Roadside,OAP-R,A,46,10,Filter,A_10,Filter_A,6,4,0.4,Seed8Date,7/9/21,,NA,8/2/21,0,0
459,OAP,Roadside,OAP-R,A,46,10,Filter,A_10,Filter_A,6,4,0.4,Seed9Date,7/9/21,,NA,8/2/21,0,0
460,OAP,Roadside,OAP-R,A,46,10,Filter,A_10,Filter_A,6,4,0.4,Seed10Date,7/9/21,,NA,8/2/21,0,0
461,OAP,Roadside,OAP-R,B,47,10,Filter,B_10,Filter_B,5,5,0.5,Seed1Date,7/9/21,7/12/21,1,8/2/21,0,3
462,OAP,Roadside,OAP-R,B,47,10,Filter,B_10,Filter_B,5,5,0.5,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
463,OAP,Roadside,OAP-R,B,47,10,Filter,B_10,Filter_B,5,5,0.5,Seed3Date,7/9/21,7/12/21,1,8/2/21,0,3
464,OAP,Roadside,OAP-R,B,47,10,Filter,B_10,Filter_B,5,5,0.5,Seed4Date,7/9/21,7/19/21,1,8/2/21,0,10
465,OAP,Roadside,OAP-R,B,47,10,Filter,B_10,Filter_B,5,5,0.5,Seed5Date,7/9/21,7/21/21,1,8/2/21,0,12
466,OAP,Roadside,OAP-R,B,47,10,Filter,B_10,Filter_B,5,5,0.5,Seed6Date,7/9/21,7/23/21,1,8/2/21,0,14
467,OAP,Roadside,OAP-R,B,47,10,Filter,B_10,Filter_B,5,5,0.5,Seed7Date,7/9/21,7/23/21,1,8/2/21,0,14
468,OAP,Roadside,OAP-R,B,47,10,Filter,B_10,Filter_B,5,5,0.5,Seed8Date,7/9/21,7/26/21,1,8/2/21,0,17
469,OAP,Roadside,OAP-R,B,47,10,Filter,B_10,Filter_B,5,5,0.5,Seed9Date,7/9/21,7/27/21,1,8/2/21,0,18
470,OAP,Roadside,OAP-R,B,47,10,Filter,B_10,Filter_B,5,5,0.5,Seed10Date,7/9/21,,NA,8/2/21,0,0
471,OAP,Roadside,OAP-R,C,48,10,Filter,C_10,Filter_C,2,8,0.8,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
472,OAP,Roadside,OAP-R,C,48,10,Filter,C_10,Filter_C,2,8,0.8,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
473,OAP,Roadside,OAP-R,C,48,10,Filter,C_10,Filter_C,2,8,0.8,Seed3Date,7/9/21,7/12/21,1,8/2/21,0,3
474,OAP,Roadside,OAP-R,C,48,10,Filter,C_10,Filter_C,2,8,0.8,Seed4Date,7/9/21,7/12/21,1,8/2/21,0,3
475,OAP,Roadside,OAP-R,C,48,10,Filter,C_10,Filter_C,2,8,0.8,Seed5Date,7/9/21,7/12/21,1,8/2/21,0,3
476,OAP,Roadside,OAP-R,C,48,10,Filter,C_10,Filter_C,2,8,0.8,Seed6Date,7/9/21,7/16/21,1,8/2/21,0,7
477,OAP,Roadside,OAP-R,C,48,10,Filter,C_10,Filter_C,2,8,0.8,Seed7Date,7/9/21,7/19/21,1,8/2/21,0,10
478,OAP,Roadside,OAP-R,C,48,10,Filter,C_10,Filter_C,2,8,0.8,Seed8Date,7/9/21,7/20/21,1,8/2/21,0,11
479,OAP,Roadside,OAP-R,C,48,10,Filter,C_10,Filter_C,2,8,0.8,Seed9Date,7/9/21,,NA,8/2/21,0,0
480,OAP,Roadside,OAP-R,C,48,10,Filter,C_10,Filter_C,2,8,0.8,Seed10Date,7/9/21,,NA,8/2/21,0,0
